,age,default,housing,loan,duration,campaign,previous,deposit
2005,35,no,no,no,669,1,3,1
2006,35,no,yes,no,326,5,4,1
2007,55,no,yes,no,901,1,0,1
2008,32,no,yes,no,744,1,0,1
2009,28,no,yes,no,485,1,1,1
2010,31,no,yes,no,552,1,3,1
2011,23,no,yes,no,416,1,0,1
2012,26,no,yes,no,637,1,0,1
2013,46,no,yes,yes,523,2,58,1
2014,34,no,yes,no,285,5,0,1
2015,60,no,no,no,730,5,0,1
2016,28,no,yes,no,536,2,0,1
2017,29,no,yes,no,792,2,1,1
2018,39,no,yes,no,576,4,1,1
2019,54,no,yes,no,693,5,2,1
2020,34,no,yes,yes,1015,1,0,1
2021,27,no,yes,no,663,1,0,1
2022,28,no,yes,no,437,3,3,1
2023,39,yes,yes,no,562,2,0,1
2024,60,no,yes,no,585,1,0,1
2025,26,no,yes,no,659,1,0,1
2026,32,no,yes,yes,532,3,0,1
2027,40,no,no,no,837,1,0,1
2028,25,no,yes,no,832,1,3,1
2029,48,no,yes,no,830,1,2,1
2030,37,no,yes,no,317,1,0,1
2031,39,no,yes,no,611,5,0,1
2032,40,no,yes,no,432,1,1,1
2033,31,no,yes,no,858,3,0,1
2034,42,no,yes,no,1012,3,0,1
2035,51,no,yes,no,611,2,0,1
2036,28,no,yes,no,885,3,2,1
2037,32,no,yes,no,1111,5,0,1
2038,36,no,yes,no,1357,4,2,1
2039,36,no,yes,no,709,5,0,1
2040,38,no,yes,no,406,4,5,1
2041,36,no,yes,no,1002,4,0,1
2042,40,no,yes,no,880,4,0,1
2043,37,no,yes,no,655,3,4,1
2044,51,no,yes,no,415,4,1,1
2045,34,no,yes,no,1871,4,0,1
2046,56,no,yes,no,462,4,0,1
2047,35,no,yes,yes,1313,7,1,1
2048,34,no,yes,no,722,4,0,1
2049,39,no,yes,no,1032,2,0,1
2050,29,no,yes,no,536,2,4,1
2051,33,no,yes,no,473,3,0,1
2052,40,no,yes,no,906,2,2,1
2053,22,no,yes,no,347,1,0,1
2054,32,no,yes,no,442,1,8,1
2055,33,no,yes,no,827,1,0,1
2056,29,no,yes,no,903,4,0,1
2057,29,no,yes,no,1340,1,0,1
2058,24,no,yes,yes,487,1,0,1
2059,31,no,yes,no,666,1,1,1
2060,27,no,yes,yes,351,1,0,1
2061,32,no,yes,no,357,1,0,1
2062,30,no,yes,no,420,2,0,1
2063,27,no,yes,no,391,1,0,1
2064,55,no,yes,no,565,1,0,1
2065,28,no,yes,yes,431,1,0,1
2066,29,no,yes,no,373,1,0,1
2067,55,no,no,no,616,1,1,1
2068,25,no,yes,no,504,1,0,1
2069,36,no,yes,no,1008,1,2,1
2070,27,no,yes,no,525,1,0,1
2071,25,no,yes,no,1063,1,0,1
2072,32,no,yes,no,178,1,0,1
2073,33,no,yes,no,525,1,0,1
2074,38,no,yes,no,442,1,0,1
2075,45,no,yes,yes,618,1,2,1
2076,30,no,yes,no,727,2,0,1
2077,32,no,yes,yes,801,5,2,1
2078,26,no,yes,no,827,2,0,1
2079,25,no,yes,yes,1027,2,0,1
2080,33,no,yes,yes,732,2,5,1
2081,32,no,yes,no,542,2,0,1
2082,34,no,yes,no,1057,6,1,1
2083,29,no,yes,no,256,2,0,1
2084,28,no,yes,yes,638,2,0,1
2085,38,no,yes,no,1173,3,6,1
2086,35,no,yes,no,1359,3,3,1
2087,28,no,yes,yes,390,5,0,1
2088,29,no,yes,no,642,3,6,1
2089,20,no,yes,no,639,2,0,1
2090,45,no,yes,yes,582,1,2,1
2091,37,no,no,no,354,1,0,1
2092,32,no,no,no,796,1,1,1
2093,59,no,no,no,186,1,0,1
2094,37,no,yes,no,298,1,6,1
2095,59,no,no,no,431,1,0,1
2096,27,no,yes,no,449,1,0,1
2097,39,no,yes,no,271,1,3,1
2098,43,no,no,no,271,1,3,1
2099,39,no,no,no,554,2,0,1
2100,26,no,no,no,223,1,1,1
2101,39,no,no,no,182,2,0,1
2102,43,no,no,no,460,1,2,1
2103,27,no,yes,no,198,1,6,1
2104,32,no,no,no,148,2,0,1
2105,29,no,no,no,293,2,0,1
2106,42,no,yes,no,545,2,1,1
2107,53,no,no,no,231,2,0,1
2108,36,no,no,no,970,2,2,1
2109,27,no,yes,no,685,1,1,1
2110,43,no,yes,no,282,1,3,1
2111,60,no,no,yes,464,1,1,1
2112,29,no,no,no,124,1,0,1
2113,26,no,no,no,421,1,0,1
2114,26,no,no,no,678,2,0,1
2115,28,no,no,no,867,1,0,1
2116,28,no,yes,no,269,1,2,1
2117,28,no,no,no,915,2,0,1
2118,40,no,no,no,612,7,0,1
2119,24,no,no,yes,288,1,2,1
2120,56,no,no,no,1064,1,0,1
2121,34,no,no,no,213,4,0,1
2122,28,no,yes,no,226,1,0,1
2123,37,no,yes,yes,377,1,0,1
2124,32,no,yes,no,158,2,0,1
2125,43,no,no,no,262,2,1,1
2126,36,no,yes,yes,117,2,3,1
2127,35,no,yes,no,214,1,1,1
2128,29,no,no,no,315,1,0,1
2129,27,no,no,no,242,2,0,1
2130,32,no,yes,no,414,2,4,1
2131,33,no,yes,yes,601,2,7,1
2132,24,no,no,no,133,1,1,1
2133,58,no,no,no,1078,1,7,1
2134,43,no,no,no,640,1,0,1
2135,26,no,no,no,482,1,0,1
2136,31,no,no,no,91,1,2,1
2137,25,no,no,no,176,1,0,1
2138,58,no,no,no,165,1,2,1
2139,48,no,yes,no,208,2,3,1
2140,60,no,no,no,1346,1,0,1
2141,25,no,no,no,390,1,0,1
2142,26,no,no,no,445,1,0,1
2143,25,no,no,no,226,2,0,1
2144,26,no,no,no,396,3,0,1
2145,32,no,no,no,208,2,2,1
2146,25,no,no,no,253,1,0,1
2147,21,no,no,no,185,1,0,1
2148,41,no,no,no,229,3,0,1
2149,30,no,yes,no,189,2,0,1
2150,47,no,no,no,439,1,1,1
2151,37,no,no,no,242,1,1,1
2152,34,no,yes,no,145,1,0,1
2153,28,no,no,no,155,3,0,1
2154,24,no,yes,no,122,2,0,1
2155,26,no,no,no,776,3,3,1
2156,35,no,no,no,329,1,2,1
2157,54,no,no,no,367,2,0,1
2158,44,no,no,no,412,1,0,1
2159,56,no,no,no,165,1,0,1
2160,25,no,yes,no,223,3,2,1
2161,25,no,no,no,311,2,0,1
2162,50,no,no,no,513,9,0,1
2163,55,no,no,no,324,3,2,1
2164,57,no,no,no,295,1,0,1
2165,48,no,yes,yes,264,1,0,1
2166,25,no,no,no,377,1,0,1
2167,49,no,yes,no,205,1,1,1
2168,25,no,no,no,287,1,0,1
2169,38,no,no,no,263,1,0,1
2170,45,no,no,no,166,2,0,1
2171,33,no,no,no,327,1,0,1
2172,45,no,no,no,69,1,7,1
2173,26,no,no,no,326,1,0,1
2174,49,no,no,no,1460,1,0,1
2175,25,no,no,no,1048,1,0,1
2176,53,no,no,no,781,1,0,1
2177,43,no,no,yes,335,2,0,1
2178,49,no,no,yes,412,2,0,1
2179,54,no,no,no,177,2,0,1
2180,47,no,no,no,251,1,1,1
2181,34,no,no,no,339,1,0,1
2182,54,no,no,no,174,1,2,1
2183,43,no,no,no,114,1,2,1
2184,23,no,no,no,192,1,0,1
2185,48,no,no,no,215,2,0,1
2186,30,no,no,no,235,1,0,1
2187,38,no,no,no,1087,1,0,1
2188,34,no,no,no,253,1,0,1
2189,52,no,yes,yes,1144,2,0,1
2190,27,no,no,no,220,1,8,1
2191,40,no,no,no,314,1,0,1
2192,47,no,no,no,163,2,1,1
2193,26,no,no,no,479,1,0,1
2194,37,no,no,no,395,1,0,1
2195,34,no,no,no,350,1,0,1
2196,26,no,no,yes,199,1,2,1
2197,44,no,no,no,294,1,0,1
2198,29,no,yes,no,690,1,0,1
2199,40,no,no,no,596,1,0,1
2200,43,no,no,no,169,1,0,1
2201,52,no,yes,no,195,1,0,1
2202,38,no,no,no,103,1,4,1
2203,33,no,no,no,417,1,0,1
2204,50,no,no,no,160,2,0,1
2205,53,no,no,no,270,1,0,1
2206,42,no,yes,no,271,2,4,1
2207,49,no,yes,no,712,1,3,1
2208,27,no,no,no,74,1,1,1
2209,32,no,no,no,84,1,0,1
2210,31,no,no,no,261,2,0,1
2211,29,no,no,no,245,1,0,1
2212,49,no,yes,no,263,1,3,1
2213,46,no,yes,no,310,1,6,1
2214,57,no,no,no,482,2,0,1
2215,28,no,no,no,924,2,21,1
2216,37,no,no,no,253,2,0,1
2217,38,no,no,no,192,1,0,1
2218,49,no,no,no,181,3,2,1
2219,35,no,no,no,250,2,0,1
2220,29,no,yes,no,163,1,2,1
2221,52,no,no,no,541,3,0,1
2222,34,no,no,no,262,2,1,1
2223,60,no,no,no,206,4,0,1
2224,32,no,no,no,115,2,2,1
2225,27,no,yes,yes,592,4,0,1
2226,55,no,no,no,437,1,0,1
2227,29,no,no,no,313,2,0,1
2228,42,no,no,no,705,1,1,1
2229,33,no,no,no,198,1,0,1
2230,29,no,no,no,321,1,0,1
2231,39,no,no,no,296,4,0,1
2232,31,no,no,no,411,1,0,1
2233,60,no,no,no,593,1,0,1
2234,25,no,no,no,165,1,0,1
2235,45,no,yes,no,224,2,0,1
2236,29,no,yes,no,340,1,1,1
2237,55,no,no,no,591,2,0,1
2238,26,no,yes,no,385,2,5,1
2239,30,no,no,no,238,3,0,1
2240,54,no,no,no,170,1,0,1
2241,39,no,no,no,539,1,0,1
2242,26,no,no,no,300,2,1,1
2243,57,no,no,no,200,1,0,1
2244,39,no,no,no,699,1,1,1
2245,25,no,no,no,837,1,0,1
2246,43,no,no,no,725,2,1,1
2247,32,no,yes,no,1076,2,3,1
2248,43,no,yes,no,187,1,1,1
2249,50,no,no,no,510,3,0,1
2250,35,no,yes,no,328,2,4,1
2251,37,no,yes,yes,262,2,0,1
2252,42,no,no,no,207,1,0,1
2253,27,no,no,no,449,1,0,1
2254,27,no,no,no,182,1,0,1
2255,29,no,no,no,224,1,0,1
2256,29,no,no,no,400,1,0,1
2257,26,no,no,no,217,1,0,1
2258,39,no,no,no,160,1,0,1
2259,41,no,yes,yes,352,2,2,1
2260,29,no,no,no,787,1,0,1
2261,33,no,yes,no,323,1,14,1
2262,32,no,no,no,160,1,2,1
2263,30,no,yes,no,194,1,0,1
2264,38,no,no,no,96,2,1,1
2265,55,no,no,no,94,2,0,1
2266,25,no,no,no,136,1,0,1
2267,38,no,yes,no,81,2,3,1
2268,35,no,no,yes,147,1,3,1
2269,31,no,no,no,121,4,0,1
2270,25,no,no,no,89,2,0,1
2271,31,no,no,no,1161,1,2,1
2272,27,no,no,no,124,2,0,1
2273,34,no,no,no,282,3,3,1
2274,40,no,yes,no,592,3,8,1
2275,27,no,no,no,397,1,0,1
2276,28,no,no,no,324,1,1,1
2277,28,no,no,no,275,1,0,1
2278,35,no,no,no,199,1,7,1
2279,58,no,no,no,255,1,0,1
2280,44,no,no,no,462,1,0,1
2281,57,no,no,no,302,1,0,1
2282,25,no,yes,no,149,1,1,1
2283,21,no,no,no,191,1,0,1
2284,49,no,no,no,1543,1,0,1
2285,54,no,no,no,207,1,0,1
2286,59,no,no,no,493,2,0,1
2287,28,no,yes,no,509,1,0,1
2288,37,no,no,no,657,1,0,1
2289,30,no,yes,no,159,2,0,1
2290,35,no,no,no,522,3,0,1
2291,31,no,no,no,207,2,1,1
2292,41,no,no,no,577,3,0,1
2293,30,no,no,no,366,1,0,1
2294,28,no,no,no,201,2,0,1
2295,31,no,yes,no,548,2,0,1
2296,53,no,no,yes,438,2,0,1
2297,22,no,no,no,126,2,1,1
2298,36,no,yes,no,244,7,0,1
2299,33,no,no,no,157,2,0,1
2300,31,no,no,no,107,3,0,1
2301,49,no,no,no,138,3,0,1
2302,51,no,no,no,458,6,0,1
2303,34,no,yes,no,301,3,0,1
2304,35,no,no,no,243,4,0,1
2305,32,no,no,no,234,2,2,1
2306,36,no,no,no,993,4,4,1
2307,31,no,no,no,529,2,0,1
2308,25,no,no,no,221,7,0,1
2309,25,no,no,no,126,6,0,1
2310,60,no,no,no,95,7,2,1
2311,40,no,no,no,491,2,1,1
2312,50,no,no,no,532,2,2,1
2313,32,no,yes,no,95,1,0,1
2314,60,no,no,no,351,6,0,1
2315,32,no,no,no,372,1,0,1
2316,52,no,no,no,288,1,0,1
2317,59,no,no,no,415,1,1,1
2318,56,no,yes,no,382,2,0,1
2319,47,no,no,no,257,1,0,1
2320,43,no,no,no,181,2,0,1
2321,25,no,no,no,284,1,0,1
2322,31,no,no,no,220,1,1,1
2323,27,no,no,no,188,1,0,1
2324,26,no,no,no,155,1,1,1
2325,37,no,yes,no,322,1,1,1
2326,27,no,no,no,89,2,0,1
2327,49,no,no,no,173,1,0,1
2328,26,no,no,no,129,1,0,1
2329,28,no,no,no,136,2,0,1
2330,33,no,yes,yes,263,2,0,1
2331,31,no,no,no,245,2,0,1
2332,32,no,yes,yes,162,3,0,1
2333,30,no,no,no,813,4,0,1
2334,34,no,no,no,235,3,0,1
2335,58,no,no,no,259,2,0,1
2336,34,no,yes,yes,270,2,2,1
2337,26,no,no,no,280,6,5,1
2338,49,no,no,no,293,5,2,1
2339,57,no,no,no,295,3,0,1
2340,83,no,no,no,883,1,1,1
2341,61,no,no,no,269,1,1,1
2342,64,no,yes,no,983,1,0,1
2343,37,no,yes,yes,459,1,3,1
2344,68,no,no,no,586,1,0,1
2345,71,no,no,no,128,1,0,1
2346,54,no,no,no,157,1,0,1
2347,37,no,no,no,224,1,0,1
2348,22,no,no,no,377,1,0,1
2349,44,no,no,no,571,2,0,1
2350,37,no,no,yes,140,3,0,1
2351,72,no,no,no,260,2,1,1
2352,69,no,no,no,260,2,0,1
2353,41,no,no,no,342,2,0,1
2354,44,no,yes,no,275,1,0,1
2355,32,no,no,no,356,1,0,1
2356,79,no,no,no,363,1,0,1
2357,33,no,yes,no,218,1,0,1
2358,45,no,no,no,367,1,0,1
2359,40,no,yes,no,566,1,2,1
2360,42,no,yes,no,711,1,1,1
2361,30,no,no,no,396,1,0,1
2362,28,no,yes,no,940,1,3,1
2363,58,no,no,no,478,2,0,1
2364,39,no,yes,no,503,2,5,1
2365,31,no,yes,no,135,2,3,1
2366,45,no,no,no,272,1,0,1
2367,56,no,no,no,176,1,0,1
2368,46,no,no,no,247,2,0,1
2369,56,no,no,no,353,2,0,1
2370,27,no,no,no,203,1,0,1
2371,30,no,no,no,264,1,1,1
2372,26,no,no,no,446,1,0,1
2373,35,no,no,no,175,1,0,1
2374,52,no,no,no,1007,6,0,1
2375,54,no,no,no,409,2,0,1
2376,41,no,no,no,438,2,1,1
2377,24,no,no,no,257,1,0,1
2378,28,no,no,no,308,2,0,1
2379,62,no,no,no,270,3,0,1
2380,52,no,no,no,227,2,0,1
2381,23,no,no,no,316,4,0,1
2382,82,no,no,no,429,1,0,1
2383,63,no,no,no,371,1,0,1
2384,32,no,yes,yes,297,1,0,1
2385,31,no,no,no,284,1,0,1
2386,37,no,no,no,682,2,1,1
2387,40,no,no,no,180,2,0,1
2388,66,no,no,no,376,1,0,1
2389,37,no,no,no,224,1,0,1
2390,38,no,yes,no,370,1,1,1
2391,27,no,no,no,495,2,0,1
2392,58,no,no,no,876,1,0,1
2393,49,no,no,no,388,1,0,1
2394,31,no,yes,no,167,1,1,1
2395,31,no,no,no,361,1,2,1
2396,38,no,no,no,341,1,1,1
2397,79,no,no,no,1006,2,0,1
2398,71,no,no,no,896,2,0,1
2399,52,no,no,no,340,1,1,1
2400,55,no,no,no,349,1,0,1
2401,46,no,yes,no,576,1,0,1
2402,28,no,no,no,315,2,0,1
2403,22,no,no,no,153,1,0,1
2404,49,no,yes,no,97,3,0,1
2405,20,no,no,no,253,2,0,1
2406,19,no,no,no,104,2,0,1
2407,34,no,no,no,336,4,0,1
2408,73,no,no,no,169,2,0,1
2409,27,no,no,no,323,2,2,1
2410,59,no,no,no,125,2,0,1
2411,25,no,no,no,139,5,0,1
2412,44,no,no,no,332,2,2,1
2413,28,no,no,no,486,5,0,1
2414,25,no,no,no,576,1,1,1
2415,28,no,no,no,849,1,0,1
2416,52,no,yes,yes,218,1,0,1
2417,57,no,no,no,642,1,0,1
2418,49,no,no,no,185,1,0,1
2419,33,no,no,no,600,1,0,1
2420,47,no,yes,no,505,1,6,1
2421,68,no,yes,no,249,1,0,1
2422,40,no,yes,no,173,1,5,1
2423,46,no,no,no,120,2,1,1
2424,29,no,no,no,409,4,0,1
2425,55,no,no,no,1019,2,2,1
2426,30,no,no,no,475,2,4,1
2427,49,no,no,yes,211,1,0,1
2428,48,no,no,no,389,1,2,1
2429,21,no,no,no,414,1,0,1
2430,45,no,no,no,277,1,0,1
2431,43,no,no,no,254,1,0,1
2432,47,no,no,no,253,1,4,1
2433,27,no,no,no,179,2,26,1
2434,20,no,no,no,385,2,1,1
2435,37,no,no,no,150,1,2,1
2436,61,no,no,no,270,2,0,1
2437,57,no,no,no,355,1,0,1
2438,40,no,no,no,131,2,6,1
2439,53,no,yes,yes,1452,1,2,1
2440,65,no,no,no,256,1,0,1
2441,67,no,no,no,254,2,0,1
2442,66,no,no,no,550,1,0,1
2443,67,no,no,no,345,2,0,1
2444,57,no,no,no,342,1,0,1
2445,38,no,no,no,206,2,0,1
2446,56,no,no,no,324,1,0,1
2447,46,no,no,yes,79,1,2,1
2448,69,no,no,no,714,1,0,1
2449,32,no,no,no,255,1,0,1
2450,72,no,no,no,147,2,0,1
2451,41,no,no,no,273,1,2,1
2452,72,no,no,no,530,2,0,1
2453,33,no,no,no,456,1,0,1
2454,37,no,no,no,155,1,2,1
2455,34,no,yes,no,262,1,2,1
2456,44,no,no,no,166,1,2,1
2457,42,no,yes,no,215,1,1,1
2458,58,no,yes,no,221,1,2,1
2459,34,no,no,no,130,1,0,1
2460,55,no,yes,no,353,2,0,1
2461,71,no,no,no,212,1,0,1
2462,23,no,no,no,217,1,7,1
2463,60,no,yes,no,231,3,0,1
2464,18,no,no,no,167,1,0,1
2465,54,no,no,no,559,1,2,1
2466,59,no,no,no,252,1,2,1
2467,32,no,no,no,235,1,2,1
2468,61,no,no,no,290,1,0,1
2469,31,no,no,no,294,3,2,1
2470,42,no,yes,no,265,1,3,1
2471,42,no,no,no,704,2,0,1
2472,42,no,yes,no,176,2,4,1
2473,70,no,no,no,651,1,0,1
2474,57,no,yes,no,167,1,5,1
2475,60,no,no,no,408,1,0,1
2476,53,no,no,no,254,1,0,1
2477,48,no,no,no,140,1,0,1
2478,30,no,no,no,229,2,4,1
2479,39,no,yes,no,315,2,0,1
2480,42,no,yes,no,149,1,5,1
2481,26,no,no,no,349,1,3,1
2482,46,no,yes,yes,1244,1,0,1
2483,40,no,yes,no,221,1,1,1
2484,39,no,yes,no,175,2,2,1
2485,58,no,yes,no,206,1,1,1
2486,42,no,yes,no,589,2,0,1
2487,31,no,no,no,182,1,1,1
2488,21,no,no,no,449,1,0,1
2489,35,no,no,no,582,1,0,1
2490,50,no,no,no,1336,2,0,1
2491,36,no,yes,no,239,2,4,1
2492,75,no,no,no,641,1,0,1
2493,20,no,no,no,178,2,0,1
2494,57,no,no,no,1064,1,0,1
2495,41,no,no,no,147,2,1,1
2496,59,no,no,no,398,4,3,1
2497,36,no,yes,no,307,1,0,1
2498,18,no,no,no,267,1,0,1
2499,34,no,yes,no,810,3,6,1
2500,55,no,no,no,306,1,3,1
2501,33,no,no,no,338,2,1,1
2502,43,no,no,no,188,3,5,1
2503,34,no,no,no,255,2,1,1
2504,35,no,no,no,293,1,1,1
2505,43,no,no,no,289,2,0,1
2506,74,no,no,no,562,2,0,1
2507,45,yes,no,no,489,5,0,1
2508,38,no,yes,no,784,3,10,1
2509,32,no,no,no,414,1,0,1
2510,29,no,yes,no,148,2,0,1
2511,31,no,no,no,315,2,1,1
2512,50,no,no,no,399,1,1,1
2513,44,no,no,no,234,1,0,1
2514,23,no,no,no,496,2,0,1
2515,56,no,no,no,293,2,2,1
2516,76,no,no,no,227,2,1,1
2517,28,no,no,no,204,3,1,1
2518,34,no,no,no,738,1,0,1
2519,56,no,no,no,320,2,2,1
2520,45,no,yes,no,393,2,1,1
2521,36,no,no,no,479,1,0,1
2522,57,no,no,no,284,3,0,1
2523,49,no,no,no,354,3,0,1
2524,49,no,no,no,640,2,4,1
2525,37,no,no,no,156,2,0,1
2526,46,no,no,no,225,1,0,1
2527,26,no,no,no,209,2,2,1
2528,47,no,no,no,436,1,5,1
2529,36,no,no,no,326,3,0,1
2530,37,no,no,no,137,1,5,1
2531,62,no,no,no,185,1,0,1
2532,26,no,no,no,125,1,0,1
2533,45,no,no,no,94,4,0,1
2534,63,no,yes,no,276,2,0,1
2535,25,no,no,no,201,1,0,1
2536,60,no,no,no,391,3,1,1
2537,44,no,yes,no,190,3,3,1
2538,33,no,no,no,498,2,1,1
2539,39,no,yes,no,880,3,1,1
2540,46,no,yes,no,260,3,1,1
2541,42,no,yes,no,308,1,1,1
2542,56,no,no,no,348,1,0,1
2543,82,no,no,no,199,1,0,1
2544,77,no,no,no,286,1,0,1
2545,36,no,no,no,220,1,0,1
2546,35,no,no,no,343,2,1,1
2547,50,no,yes,no,711,1,0,1
2548,62,no,no,no,606,1,1,1
2549,26,no,yes,no,156,1,1,1
2550,55,no,no,no,205,1,0,1
2551,22,no,no,no,215,1,2,1
2552,30,no,no,no,161,1,1,1
2553,34,no,no,no,148,1,2,1
2554,31,no,yes,no,216,1,0,1
2555,55,no,no,yes,193,1,3,1
2556,49,no,yes,no,532,1,5,1
2557,67,no,no,no,441,1,0,1
2558,43,no,no,no,574,1,3,1
2559,25,no,no,no,225,2,0,1
2560,59,no,no,no,335,1,0,1
2561,44,no,no,no,240,2,1,1
2562,42,no,no,no,164,1,0,1
2563,29,no,no,no,634,1,0,1
2564,32,no,no,no,232,3,0,1
2565,30,no,no,no,145,1,2,1
2566,38,no,no,no,195,1,4,1
2567,22,no,no,no,338,1,0,1
2568,25,no,no,no,267,1,0,1
2569,34,no,no,no,474,1,0,1
2570,27,no,no,no,217,1,6,1
2571,35,no,no,no,195,1,0,1
2572,45,no,no,no,184,1,0,1
2573,42,no,yes,no,273,1,3,1
2574,20,no,no,no,228,4,1,1
2575,60,no,no,no,216,3,1,1
2576,47,no,no,yes,374,1,0,1
2577,25,no,no,no,273,1,1,1
2578,65,no,no,yes,276,1,0,1
2579,50,no,no,no,531,2,2,1
2580,22,no,no,no,116,1,0,1
2581,43,no,yes,no,126,1,4,1
2582,53,no,yes,no,343,2,2,1
2583,71,no,no,no,534,3,0,1
2584,28,no,yes,no,744,1,3,1
2585,59,no,no,no,438,1,3,1
2586,29,no,no,no,130,2,1,1
2587,51,no,no,no,467,2,4,1
2588,48,no,no,no,232,2,0,1
2589,37,no,yes,no,511,1,13,1
2590,37,no,yes,no,192,1,1,1
2591,64,no,no,no,479,1,0,1
2592,69,no,no,no,412,2,0,1
2593,36,no,no,no,242,6,4,1
2594,43,no,no,no,291,2,4,1
2595,63,no,no,no,128,3,0,1
2596,70,no,no,no,314,1,0,1
2597,60,no,no,no,323,1,0,1
2598,86,no,no,no,189,1,0,1
2599,72,no,no,no,186,1,0,1
2600,60,no,no,no,624,1,0,1
2601,43,no,yes,no,257,1,3,1
2602,57,no,no,no,700,4,1,1
2603,28,no,yes,no,157,2,1,1
2604,36,no,yes,no,259,3,4,1
2605,66,no,no,no,212,1,0,1
2606,33,no,no,no,445,3,0,1
2607,36,no,yes,no,398,2,1,1
2608,29,no,no,no,81,1,1,1
2609,62,no,no,no,162,2,0,1
2610,34,no,yes,no,207,3,5,1
2611,29,no,no,no,622,1,0,1
2612,30,no,yes,no,173,1,4,1
2613,32,no,yes,no,370,1,4,1
2614,39,no,no,no,261,1,0,1
2615,55,no,no,no,155,2,8,1
2616,36,no,no,no,207,8,1,1
2617,27,no,no,no,160,3,1,1
2618,45,no,yes,yes,473,2,1,1
2619,55,no,yes,no,186,3,2,1
2620,52,no,yes,no,267,1,1,1
2621,49,no,no,no,470,1,3,1
2622,30,no,yes,no,219,1,12,1
2623,39,no,yes,no,265,2,4,1
2624,48,no,yes,no,120,1,5,1
2625,36,no,no,no,212,1,0,1
2626,27,no,no,no,82,1,0,1
2627,51,no,no,no,181,1,2,1
2628,48,no,yes,no,378,2,1,1
2629,70,no,no,no,140,2,0,1
2630,63,no,no,no,233,2,0,1
2631,34,no,yes,no,121,3,5,1
2632,46,no,no,no,260,1,8,1
2633,31,no,no,no,365,1,1,1
2634,32,no,no,no,331,1,2,1
2635,40,no,no,no,733,1,1,1
2636,30,no,no,no,316,3,0,1
2637,55,no,no,no,328,2,2,1
2638,57,no,yes,no,730,1,4,1
2639,59,no,no,no,879,1,0,1
2640,26,no,yes,no,230,1,7,1
2641,73,no,no,no,770,3,0,1
2642,30,no,no,no,563,1,4,1
2643,64,no,no,no,569,4,0,1
2644,36,no,no,no,281,3,2,1
2645,55,no,no,no,350,1,5,1
2646,63,no,no,no,219,1,0,1
2647,52,no,yes,no,211,1,1,1
2648,34,no,no,no,587,1,0,1
2649,36,no,yes,no,351,1,6,1
2650,31,no,no,no,231,1,3,1
2651,47,no,no,no,293,1,0,1
2652,50,no,no,no,495,1,3,1
2653,70,no,no,no,206,1,0,1
2654,18,no,no,no,169,1,0,1
2655,33,no,no,no,165,1,4,1
2656,24,no,no,no,445,2,0,1
2657,25,no,no,no,260,1,1,1
2658,26,no,yes,no,137,1,0,1
2659,32,no,no,no,519,1,2,1
2660,25,no,no,no,140,1,0,1
2661,58,no,no,no,400,2,1,1
2662,42,no,no,no,376,2,0,1
2663,30,no,no,yes,298,3,0,1
2664,76,no,no,no,475,5,0,1
2665,79,no,no,no,276,1,3,1
2666,70,no,no,no,394,1,0,1
2667,30,no,no,no,234,1,1,1
2668,60,no,no,no,408,1,0,1
2669,51,no,no,no,345,1,0,1
2670,71,no,yes,no,397,1,0,1
2671,31,no,no,no,344,1,1,1
2672,32,no,yes,no,344,1,0,1
2673,34,no,no,no,278,2,4,1
2674,28,no,yes,yes,259,2,4,1
2675,45,no,no,no,84,3,0,1
2676,53,no,yes,no,230,3,0,1
2677,38,no,no,no,260,3,3,1
2678,56,no,yes,no,212,1,0,1
2679,42,no,no,no,285,1,0,1
2680,47,no,yes,no,91,1,2,1
2681,73,no,no,no,210,1,0,1
2682,46,no,yes,no,108,2,2,1
2683,73,no,no,no,106,2,0,1
2684,28,no,no,no,240,2,3,1
2685,46,no,no,no,658,4,2,1
2686,74,no,no,no,290,2,0,1
2687,71,yes,yes,no,335,4,0,1
2688,41,no,yes,yes,185,2,0,1
2689,73,no,no,no,961,5,0,1
2690,47,no,no,no,170,1,3,1
2691,49,no,yes,no,722,1,0,1
2692,40,no,no,no,215,1,0,1
2693,57,no,no,no,107,2,2,1
2694,50,no,no,no,173,2,4,1
2695,34,no,no,no,89,2,1,1
2696,56,no,no,no,875,1,0,1
2697,32,no,no,no,126,2,1,1
2698,50,no,no,no,91,1,3,1
2699,54,no,no,no,106,1,3,1
2700,26,no,no,no,925,1,2,1
2701,40,no,no,no,1702,3,2,1
2702,29,no,yes,no,152,1,1,1
2703,52,no,no,no,292,1,0,1
2704,38,no,no,no,387,1,0,1
2705,46,no,no,no,543,1,0,1
2706,26,no,no,no,890,5,0,1
2707,25,no,no,no,267,2,2,1
2708,70,no,no,no,1104,2,2,1
2709,83,no,no,no,773,1,2,1
2710,43,no,no,no,83,1,3,1
2711,45,no,no,no,173,1,2,1
2712,37,no,yes,no,239,1,2,1
2713,71,no,no,no,369,1,0,1
2714,27,no,no,no,299,1,1,1
2715,47,no,no,no,261,1,0,1
2716,42,no,no,no,692,1,0,1
2717,77,no,no,no,210,1,0,1
2718,61,no,no,no,299,2,0,1
2719,57,no,no,no,341,3,3,1
2720,34,no,yes,no,316,1,1,1
2721,40,no,no,no,117,1,1,1
2722,84,no,no,no,992,2,0,1
2723,26,no,no,no,194,1,1,1
